uf;cd_ufe;cd_mue;nome;populacao;geocodigo
RO;11;15;Alta Floresta D'Oeste;25437;1100015
RO;11;23;Ariquemes;107345;1100023
RO;11;31;Cabixi;6224;1100031
RO;11;49;Cacoal;88507;1100049
RO;11;56;Cerejeiras;17934;1100056
RO;11;64;Colorado do Oeste;18467;1100064
RO;11;72;Corumbiara;8659;1100072
RO;11;80;Costa Marques;17400;1100080
RO;11;98;Espigão D'Oeste;33030;1100098
RO;11;106;Guajará-Mirim;47451;1100106
RO;11;114;Jaru;55871;1100114
RO;11;122;Ji-Paraná;132667;1100122
RO;11;130;Machadinho D'Oeste;38609;1100130
RO;11;148;Nova Brasilândia D'Oeste;21747;1100148
RO;11;155;Ouro Preto do Oeste;39759;1100155
RO;11;189;Pimenta Bueno;38051;1100189
RO;11;205;Porto Velho;519436;1100205
RO;11;254;Presidente Médici;22124;1100254
RO;11;262;Rio Crespo;3829;1100262
RO;11;288;Rolim de Moura;57074;1100288
RO;11;296;Santa Luzia D'Oeste;8198;1100296
RO;11;304;Vilhena;95630;1100304
RO;11;320;São Miguel do Guaporé;24181;1100320
RO;11;338;Nova Mamoré;28891;1100338
RO;11;346;Alvorada D'Oeste;16747;1100346
RO;11;379;Alto Alegre dos Parecis;14045;1100379
RO;11;403;Alto Paraíso;20916;1100403
RO;11;452;Buritis;39044;1100452
RO;11;502;Novo Horizonte do Oeste;10051;1100502
RO;11;601;Cacaulândia;6460;1100601
RO;11;700;Campo Novo de Rondônia;14484;1100700
RO;11;809;Candeias do Jamari;25266;1100809
RO;11;908;Castanheiras;3550;1100908
RO;11;924;Chupinguaia;10593;1100924
RO;11;940;Cujubim;22443;1100940
RO;11;1005;Governador Jorge Teixeira;9745;1101005
RO;11;1104;Itapuã do Oeste;10310;1101104
RO;11;1203;Ministro Andreazza;10751;1101203
RO;11;1302;Mirante da Serra;12258;1101302
RO;11;1401;Monte Negro;16186;1101401
RO;11;1435;Nova União;7769;1101435
RO;11;1450;Parecis;5904;1101450
RO;11;1468;Pimenteiras do Oeste;2410;1101468
RO;11;1476;Primavera de Rondônia;3411;1101476
RO;11;1484;São Felipe D'Oeste;5994;1101484
RO;11;1492;São Francisco do Guaporé;19694;1101492
RO;11;1500;Seringueiras;12653;1101500
RO;11;1559;Teixeirópolis;4931;1101559
RO;11;1609;Theobroma;11350;1101609
RO;11;1708;Urupá;13106;1101708
RO;11;1757;Vale do Anari;11149;1101757
RO;11;1807;Vale do Paraíso;8047;1101807
AC;12;13;Acrelândia;14366;1200013
AC;12;54;Assis Brasil;6986;1200054
AC;12;104;Brasiléia;24765;1200104
AC;12;138;Bujari;9664;1200138
AC;12;179;Capixaba;11136;1200179
AC;12;203;Cruzeiro do Sul;82622;1200203
AC;12;252;Epitaciolândia;17340;1200252
AC;12;302;Feijó;32360;1200302
AC;12;328;Jordão;7858;1200328
AC;12;336;Mâncio Lima;17910;1200336
AC;12;344;Manoel Urbano;8886;1200344
AC;12;351;Marechal Thaumaturgo;17897;1200351
AC;12;385;Plácido de Castro;18510;1200385
AC;12;393;Porto Walter;11353;1200393
AC;12;401;Rio Branco;383443;1200401
AC;12;427;Rodrigues Alves;17945;1200427
AC;12;435;Santa Rosa do Purus;6230;1200435
AC;12;450;Senador Guiomard;21552;1200450
AC;12;500;Sena Madureira;43139;1200500
AC;12;609;Tarauacá;40024;1200609
AC;12;708;Xapuri;18174;1200708
AC;12;807;Porto Acre;17459;1200807
AM;13;29;Alvarães;15908;1300029
AM;13;60;Amaturá;11242;1300060
AM;13;86;Anamã;12978;1300086
AM;13;102;Anori;20196;1300102
AM;13;144;Apuí;21406;1300144
AM;13;201;Atalaia do Norte;19054;1300201
AM;13;300;Autazes;38454;1300300
AM;13;409;Barcelos;27743;1300409
AM;13;508;Barreirinha;31542;1300508
AM;13;607;Benjamin Constant;41329;1300607
AM;13;631;Beruri;18978;1300631
AM;13;680;Boa Vista do Ramos;18483;1300680
AM;13;706;Boca do Acre;34176;1300706
AM;13;805;Borba;40464;1300805
AM;13;839;Caapiranga;12820;1300839
AM;13;904;Canutama;15490;1300904
AM;13;1001;Carauari;28337;1301001
AM;13;1100;Careiro;37399;1301100
AM;13;1159;Careiro da Várzea;29190;1301159
AM;13;1209;Coari;84762;1301209
AM;13;1308;Codajás;27817;1301308
AM;13;1407;Eirunepé;34888;1301407
AM;13;1506;Envira;19492;1301506
AM;13;1605;Fonte Boa;19669;1301605
AM;13;1654;Guajará;16339;1301654
AM;13;1704;Humaitá;53383;1301704
AM;13;1803;Ipixuna;28299;1301803
AM;13;1852;Iranduba;47407;1301852
AM;13;1902;Itacoatiara;99854;1301902
AM;13;1951;Itamarati;8128;1301951
AM;13;2009;Itapiranga;9125;1302009
AM;13;2108;Japurá;4205;1302108
AM;13;2207;Juruá;13956;1302207
AM;13;2306;Jutaí;15824;1302306
AM;13;2405;Lábrea;44861;1302405
AM;13;2504;Manacapuru;96460;1302504
AM;13;2553;Manaquiri;30222;1302553
AM;13;2603;Manaus;2130264;1302603
AM;13;2702;Manicoré;54708;1302702
AM;13;2801;Maraã;18531;1302801
AM;13;2900;Maués;62212;1302900
AM;13;3007;Nhamundá;20902;1303007
AM;13;3106;Nova Olinda do Norte;36431;1303106
AM;13;3205;Novo Airão;18586;1303205
AM;13;3304;Novo Aripuanã;25112;1303304
AM;13;3403;Parintins;113832;1303403
AM;13;3502;Pauini;19597;1303502
AM;13;3536;Presidente Figueiredo;34574;1303536
AM;13;3569;Rio Preto da Eva;32001;1303569
AM;13;3601;Santa Isabel do Rio Negro;23765;1303601
AM;13;3700;Santo Antônio do Içá;23075;1303700
AM;13;3809;São Gabriel da Cachoeira;44553;1303809
AM;13;3908;São Paulo de Olivença;38047;1303908
AM;13;3957;São Sebastião do Uatumã;13421;1303957
AM;13;4005;Silves;9211;1304005
AM;13;4062;Tabatinga;63635;1304062
AM;13;4104;Tapauá;17930;1304104
AM;13;4203;Tefé;62021;1304203
AM;13;4237;Tonantins;18782;1304237
AM;13;4260;Uarini;13428;1304260
AM;13;4302;Urucará;16968;1304302
AM;13;4401;Urucurituba;22148;1304401
RR;14;27;Amajari;11560;1400027
RR;14;50;Alto Alegre;15933;1400050
RR;14;100;Boa Vista;332020;1400100
RR;14;159;Bonfim;11945;1400159
RR;14;175;Cantá;16877;1400175
RR;14;209;Caracaraí;20807;1400209
RR;14;233;Caroebe;9493;1400233
RR;14;282;Iracema;10859;1400282
RR;14;308;Mucajaí;16852;1400308
RR;14;407;Normandia;10527;1400407
RR;14;456;Pacaraima;12375;1400456
RR;14;472;Rorainópolis;28215;1400472
RR;14;506;São João da Baliza;7740;1400506
RR;14;605;São Luiz;7597;1400605
RR;14;704;Uiramutã;9836;1400704
PA;15;107;Abaetetuba;153380;1500107
PA;15;131;Abel Figueiredo;7231;1500131
PA;15;206;Acará;54096;1500206
PA;15;305;Afuá;38144;1500305
PA;15;347;Água Azul do Norte;26682;1500347
PA;15;404;Alenquer;55246;1500404
PA;15;503;Almeirim;33195;1500503
PA;15;602;Altamira;111435;1500602
PA;15;701;Anajás;28466;1500701
PA;15;800;Ananindeua;516057;1500800
PA;15;859;Anapu;27096;1500859
PA;15;909;Augusto Corrêa;44734;1500909
PA;15;958;Aurora do Pará;30471;1500958
PA;15;1006;Aveiro;15947;1501006
PA;15;1105;Bagre;29808;1501105
PA;15;1204;Baião;46110;1501204
PA;15;1253;Bannach;3200;1501253
PA;15;1303;Barcarena;121190;1501303
PA;15;1402;Belém;1452275;1501402
PA;15;1451;Belterra;17249;1501451
PA;15;1501;Benevides;60990;1501501
PA;15;1576;Bom Jesus do Tocantins;16517;1501576
PA;15;1600;Bonito;15834;1501600
PA;15;1709;Bragança;124184;1501709
PA;15;1725;Brasil Novo;14689;1501725
PA;15;1758;Brejo Grande do Araguaia;7182;1501758
PA;15;1782;Breu Branco;64194;1501782
PA;15;1808;Breves;99896;1501808
PA;15;1907;Bujaru;28331;1501907
PA;15;1956;Cachoeira do Piriá;32947;1501956
PA;15;2004;Cachoeira do Arari;23110;1502004
PA;15;2103;Cametá;134100;1502103
PA;15;2152;Canaã dos Carajás;36027;1502152
PA;15;2202;Capanema;67150;1502202
PA;15;2301;Capitão Poço;52839;1502301
PA;15;2400;Castanhal;195253;1502400
PA;15;2509;Chaves;23066;1502509
PA;15;2608;Colares;11759;1502608
PA;15;2707;Conceição do Araguaia;46571;1502707
PA;15;2756;Concórdia do Pará;32395;1502756
PA;15;2764;Cumaru do Norte;13093;1502764
PA;15;2772;Curionópolis;17453;1502772
PA;15;2806;Curralinho;33490;1502806
PA;15;2855;Curuá;13996;1502855
PA;15;2905;Curuçá;38959;1502905
PA;15;2939;Dom Eliseu;58071;1502939
PA;15;2954;Eldorado do Carajás;32892;1502954
PA;15;3002;Faro;7009;1503002
PA;15;3044;Floresta do Araguaia;19746;1503044
PA;15;3077;Garrafão do Norte;25363;1503077
PA;15;3093;Goianésia do Pará;39352;1503093
PA;15;3101;Gurupá;32458;1503101
PA;15;3200;Igarapé-Açu;37753;1503200
PA;15;3309;Igarapé-Miri;60994;1503309
PA;15;3408;Inhangapi;11388;1503408
PA;15;3457;Ipixuna do Pará;62237;1503457
PA;15;3507;Irituia;31673;1503507
PA;15;3606;Itaituba;98523;1503606
PA;15;3705;Itupiranga;51835;1503705
PA;15;3754;Jacareacanga;8059;1503754
PA;15;3804;Jacundá;57526;1503804
PA;15;3903;Juruti;56325;1503903
PA;15;4000;Limoeiro do Ajuru;28138;1504000
PA;15;4059;Mãe do Rio;29260;1504059
PA;15;4109;Magalhães Barata;8316;1504109
PA;15;4208;Marabá;271594;1504208
PA;15;4307;Maracanã;28679;1504307
PA;15;4406;Marapanim;27569;1504406
PA;15;4422;Marituba;127858;1504422
PA;15;4455;Medicilândia;30726;1504455
PA;15;4505;Melgaço;26897;1504505
PA;15;4604;Mocajuba;30277;1504604
PA;15;4703;Moju;79825;1504703
PA;15;4752;Mojuí dos Campos;15646;1504752
PA;15;4802;Monte Alegre;56466;1504802
PA;15;4901;Muaná;39231;1504901
PA;15;4950;Nova Esperança do Piriá;20789;1504950
PA;15;4976;Nova Ipixuna;16221;1504976
PA;15;5007;Nova Timboteua;14942;1505007
PA;15;5031;Novo Progresso;25071;1505031
PA;15;5064;Novo Repartimento;73802;1505064
PA;15;5106;Óbidos;50727;1505106
PA;15;5205;Oeiras do Pará;31619;1505205
PA;15;5304;Oriximiná;71078;1505304
PA;15;5403;Ourém;17356;1505403
PA;15;5437;Ourilândia do Norte;31921;1505437
PA;15;5486;Pacajá;46383;1505486
PA;15;5494;Palestina do Pará;7386;1505494
PA;15;5502;Paragominas;110026;1505502
PA;15;5536;Parauapebas;202356;1505536
PA;15;5551;Pau D'Arco;5341;1505551
PA;15;5601;Peixe-Boi;7860;1505601
PA;15;5635;Piçarra;12632;1505635
PA;15;5650;Placas;30109;1505650
PA;15;5700;Ponta de Pedras;30219;1505700
PA;15;5809;Portel;60322;1505809
PA;15;5908;Porto de Moz;39991;1505908
PA;15;6005;Prainha;29067;1506005
PA;15;6104;Primavera;10534;1506104
PA;15;6112;Quatipuru;13237;1506112
PA;15;6138;Redenção;82464;1506138
PA;15;6161;Rio Maria;17705;1506161
PA;15;6187;Rondon do Pará;50925;1506187
PA;15;6195;Rurópolis;49093;1506195
PA;15;6203;Salinópolis;39569;1506203
PA;15;6302;Salvaterra;23096;1506302
PA;15;6351;Santa Bárbara do Pará;20492;1506351
PA;15;6401;Santa Cruz do Arari;9845;1506401
PA;15;6500;Santa Izabel do Pará;68836;1506500
PA;15;6559;Santa Luzia do Pará;19316;1506559
PA;15;6583;Santa Maria das Barreiras;20849;1506583
PA;15;6609;Santa Maria do Pará;24186;1506609
PA;15;6708;Santana do Araguaia;70764;1506708
PA;15;6807;Santarém;296302;1506807
PA;15;6906;Santarém Novo;6526;1506906
PA;15;7003;Santo Antônio do Tauá;30611;1507003
PA;15;7102;São Caetano de Odivelas;17563;1507102
PA;15;7151;São Domingos do Araguaia;24859;1507151
PA;15;7201;São Domingos do Capim;31123;1507201
PA;15;7300;São Félix do Xingu;124806;1507300
PA;15;7409;São Francisco do Pará;15454;1507409
PA;15;7458;São Geraldo do Araguaia;24188;1507458
PA;15;7466;São João da Ponta;5970;1507466
PA;15;7474;São João de Pirabas;22415;1507474
PA;15;7508;São João do Araguaia;13616;1507508
PA;15;7607;São Miguel do Guamá;57364;1507607
PA;15;7706;São Sebastião da Boa Vista;25904;1507706
PA;15;7755;Sapucaia;5766;1507755
PA;15;7805;Senador José Porfírio;11357;1507805
PA;15;7904;Soure;24682;1507904
PA;15;7953;Tailândia;103321;1507953
PA;15;7961;Terra Alta;11399;1507961
PA;15;7979;Terra Santa;18257;1507979
PA;15;8001;Tomé-Açu;61709;1508001
PA;15;8035;Tracuateua;30108;1508035
PA;15;8050;Trairão;18469;1508050
PA;15;8084;Tucumã;38508;1508084
PA;15;8100;Tucuruí;110516;1508100
PA;15;8126;Ulianópolis;57525;1508126
PA;15;8159;Uruará;44258;1508159
PA;15;8209;Vigia;52216;1508209
PA;15;8308;Viseu;59735;1508308
PA;15;8357;Vitória do Xingu;14719;1508357
PA;15;8407;Xinguara;43530;1508407
AP;16;55;Serra do Navio;5111;1600055
AP;16;105;Amapá;8757;1600105
AP;16;154;Pedra Branca do Amapari;15125;1600154
AP;16;204;Calçoene;10525;1600204
AP;16;212;Cutias;5637;1600212
AP;16;238;Ferreira Gomes;7270;1600238
AP;16;253;Itaubal;5172;1600253
AP;16;279;Laranjal do Jari;47554;1600279
AP;16;303;Macapá;474706;1600303
AP;16;402;Mazagão;20387;1600402
AP;16;501;Oiapoque;25514;1600501
AP;16;535;Porto Grande;20611;1600535
AP;16;550;Pracuúba;4779;1600550
AP;16;600;Santana;115471;1600600
AP;16;709;Tartarugalzinho;16112;1600709
AP;16;808;Vitória do Jari;14991;1600808
TO;17;251;Abreulândia;2571;1700251
TO;17;301;Aguiarnópolis;6460;1700301
TO;17;350;Aliança do Tocantins;5527;1700350
TO;17;400;Almas;7273;1700400
TO;17;707;Alvorada;8516;1700707
TO;17;1002;Ananás;9749;1701002
TO;17;1051;Angico;3423;1701051
TO;17;1101;Aparecida do Rio Negro;4726;1701101
TO;17;1309;Aragominas;5865;1701309
TO;17;1903;Araguacema;7003;1701903
TO;17;2000;Araguaçu;8692;1702000
TO;17;2109;Araguaína;175960;1702109
TO;17;2158;Araguanã;5645;1702158
TO;17;2208;Araguatins;35216;1702208
TO;17;2307;Arapoema;6756;1702307
TO;17;2406;Arraias;10727;1702406
TO;17;2554;Augustinópolis;18089;1702554
TO;17;2703;Aurora do Tocantins;3735;1702703
TO;17;2901;Axixá do Tocantins;9776;1702901
TO;17;3008;Babaçulândia;10752;1703008
TO;17;3057;Bandeirantes do Tocantins;3500;1703057
TO;17;3073;Barra do Ouro;4544;1703073
TO;17;3107;Barrolândia;5643;1703107
TO;17;3206;Bernardo Sayão;4518;1703206
TO;17;3305;Bom Jesus do Tocantins;4700;1703305
TO;17;3602;Brasilândia do Tocantins;2199;1703602
TO;17;3701;Brejinho de Nazaré;5499;1703701
TO;17;3800;Buriti do Tocantins;11135;1703800
TO;17;3826;Cachoeirinha;2276;1703826
TO;17;3842;Campos Lindos;9795;1703842
TO;17;3867;Cariri do Tocantins;4296;1703867
TO;17;3883;Carmolândia;2555;1703883
TO;17;3891;Carrasco Bonito;4055;1703891
TO;17;3909;Caseara;5265;1703909
TO;17;4105;Centenário;2866;1704105
TO;17;4600;Chapada de Areia;1407;1704600
TO;17;5102;Chapada da Natividade;3364;1705102
TO;17;5508;Colinas do Tocantins;34839;1705508
TO;17;5557;Combinado;4874;1705557
TO;17;5607;Conceição do Tocantins;4179;1705607
TO;17;6001;Couto Magalhães;5529;1706001
TO;17;6100;Cristalândia;7374;1706100
TO;17;6258;Crixás do Tocantins;1708;1706258
TO;17;6506;Darcinópolis;5988;1706506
TO;17;7009;Dianópolis;21738;1707009
TO;17;7108;Divinópolis do Tocantins;6868;1707108
TO;17;7207;Dois Irmãos do Tocantins;7286;1707207
TO;17;7306;Dueré;4727;1707306
TO;17;7405;Esperantina;10793;1707405
TO;17;7553;Fátima;3879;1707553
TO;17;7652;Figueirópolis;5352;1707652
TO;17;7702;Filadélfia;8893;1707702
TO;17;8205;Formoso do Araguaia;18684;1708205
TO;17;8254;Fortaleza do Tabocão;2584;1708254
TO;17;8304;Goianorte;5153;1708304
TO;17;9005;Goiatins;12973;1709005
TO;17;9302;Guaraí;25642;1709302
TO;17;9500;Gurupi;85523;1709500
TO;17;9807;Ipueiras;1955;1709807
TO;17;10508;Itacajá;7456;1710508
TO;17;10706;Itaguatins;5980;1710706
TO;17;10904;Itapiratins;3772;1710904
TO;17;11100;Itaporã do Tocantins;2465;1711100
TO;17;11506;Jaú do Tocantins;3821;1711506
TO;17;11803;Juarina;2229;1711803
TO;17;11902;Lagoa da Confusão;12808;1711902
TO;17;11951;Lagoa do Tocantins;4191;1711951
TO;17;12009;Lajeado;3092;1712009
TO;17;12157;Lavandeira;1875;1712157
TO;17;12405;Lizarda;3787;1712405
TO;17;12454;Luzinópolis;3038;1712454
TO;17;12504;Marianópolis do Tocantins;5054;1712504
TO;17;12702;Mateiros;2614;1712702
TO;17;12801;Maurilândia do Tocantins;3409;1712801
TO;17;13205;Miracema do Tocantins;19055;1713205
TO;17;13304;Miranorte;13426;1713304
TO;17;13601;Monte do Carmo;7770;1713601
TO;17;13700;Monte Santo do Tocantins;2264;1713700
TO;17;13809;Palmeiras do Tocantins;6535;1713809
TO;17;13957;Muricilândia;3507;1713957
TO;17;14203;Natividade;9312;1714203
TO;17;14302;Nazaré;4060;1714302
TO;17;14880;Nova Olinda;11715;1714880
TO;17;15002;Nova Rosalândia;4203;1715002
TO;17;15101;Novo Acordo;4267;1715101
TO;17;15150;Novo Alegre;2353;1715150
TO;17;15259;Novo Jardim;2697;1715259
TO;17;15507;Oliveira de Fátima;1110;1715507
TO;17;15705;Palmeirante;5859;1715705
TO;17;15754;Palmeirópolis;7687;1715754
TO;17;16109;Paraíso do Tocantins;50360;1716109
TO;17;16208;Paranã;10562;1716208
TO;17;16307;Pau D'Arco;4853;1716307
TO;17;16505;Pedro Afonso;13288;1716505
TO;17;16604;Peixe;11591;1716604
TO;17;16653;Pequizeiro;5453;1716653
TO;17;16703;Colméia;8409;1716703
TO;17;17008;Pindorama do Tocantins;4520;1717008
TO;17;17206;Piraquê;3044;1717206
TO;17;17503;Pium;7536;1717503
TO;17;17800;Ponte Alta do Bom Jesus;4645;1717800
TO;17;17909;Ponte Alta do Tocantins;7949;1717909
TO;17;18006;Porto Alegre do Tocantins;3102;1718006
TO;17;18204;Porto Nacional;52828;1718204
TO;17;18303;Praia Norte;8365;1718303
TO;17;18402;Presidente Kennedy;3733;1718402
TO;17;18451;Pugmil;2650;1718451
TO;17;18501;Recursolândia;4230;1718501
TO;17;18550;Riachinho;4601;1718550
TO;17;18659;Rio da Conceição;2061;1718659
TO;17;18709;Rio dos Bois;2810;1718709
TO;17;18758;Rio Sono;6512;1718758
TO;17;18808;Sampaio;4579;1718808
TO;17;18840;Sandolândia;3410;1718840
TO;17;18865;Santa Fé do Araguaia;7402;1718865
TO;17;18881;Santa Maria do Tocantins;3356;1718881
TO;17;18899;Santa Rita do Tocantins;2343;1718899
TO;17;18907;Santa Rosa do Tocantins;4833;1718907
TO;17;19004;Santa Tereza do Tocantins;2825;1719004
TO;17;20002;Santa Terezinha do Tocantins;2550;1720002
TO;17;20101;São Bento do Tocantins;5231;1720101
TO;17;20150;São Félix do Tocantins;1571;1720150
TO;17;20200;São Miguel do Tocantins;11906;1720200
TO;17;20259;São Salvador do Tocantins;3084;1720259
TO;17;20309;São Sebastião do Tocantins;4749;1720309
TO;17;20499;São Valério;4111;1720499
TO;17;20655;Silvanópolis;5399;1720655
TO;17;20804;Sítio Novo do Tocantins;9192;1720804
TO;17;20853;Sucupira;1941;1720853
TO;17;20903;Taguatinga;16530;1720903
TO;17;20937;Taipas do Tocantins;2130;1720937
TO;17;20978;Talismã;2777;1720978
TO;17;21000;Palmas;286787;1721000
TO;17;21109;Tocantínia;7460;1721109
TO;17;21208;Tocantinópolis;23119;1721208
TO;17;21257;Tupirama;1843;1721257
TO;17;21307;Tupiratins;2574;1721307
TO;17;22081;Wanderlândia;11677;1722081
TO;17;22107;Xambioá;11683;1722107
MA;21;55;Açailândia;111339;2100055
MA;21;105;Afonso Cunha;6486;2100105
MA;21;154;Água Doce do Maranhão;12457;2100154
MA;21;204;Alcântara;21673;2100204
MA;21;303;Aldeias Altas;26387;2100303
MA;21;402;Altamira do Maranhão;8070;2100402
MA;21;436;Alto Alegre do Maranhão;26872;2100436
MA;21;477;Alto Alegre do Pindaré;31312;2100477
MA;21;501;Alto Parnaíba;11001;2100501
MA;21;550;Amapá do Maranhão;6895;2100550
MA;21;600;Amarante do Maranhão;41106;2100600
MA;21;709;Anajatuba;27352;2100709
MA;21;808;Anapurus;15696;2100808
MA;21;832;Apicum-Açu;18374;2100832
MA;21;873;Araguanã;15332;2100873
MA;21;907;Araioses;46074;2100907
MA;21;956;Arame;32145;2100956
MA;21;1004;Arari;29388;2101004
MA;21;1103;Axixá;11975;2101103
MA;21;1202;Bacabal;103359;2101202
MA;21;1251;Bacabeira;17053;2101251
MA;21;1301;Bacuri;17435;2101301
MA;21;1350;Bacurituba;5574;2101350
MA;21;1400;Balsas;94779;2101400
MA;21;1509;Barão de Grajaú;18619;2101509
MA;21;1608;Barra do Corda;87135;2101608
MA;21;1707;Barreirinhas;62458;2101707
MA;21;1731;Belágua;7422;2101731
MA;21;1772;Bela Vista do Maranhão;11103;2101772
MA;21;1806;Benedito Leite;5528;2101806
MA;21;1905;Bequimão;20881;2101905
MA;21;1939;Bernardo do Mearim;5973;2101939
MA;21;1970;Boa Vista do Gurupi;9320;2101970
MA;21;2002;Bom Jardim;41120;2102002
MA;21;2036;Bom Jesus das Selvas;34278;2102036
MA;21;2077;Bom Lugar;16214;2102077
MA;21;2101;Brejo;36102;2102101
MA;21;2150;Brejo de Areia;8696;2102150
MA;21;2200;Buriti;28306;2102200
MA;21;2309;Buriti Bravo;23495;2102309
MA;21;2325;Buriticupu;71979;2102325
MA;21;2358;Buritirana;15180;2102358
MA;21;2374;Cachoeira Grande;8930;2102374
MA;21;2408;Cajapió;11019;2102408
MA;21;2507;Cajari;19110;2102507
MA;21;2556;Campestre do Maranhão;14219;2102556
MA;21;2606;Cândido Mendes;19943;2102606
MA;21;2705;Cantanhede;21759;2102705
MA;21;2754;Capinzal do Norte;10713;2102754
MA;21;2804;Carolina;23803;2102804
MA;21;2903;Carutapera;23576;2102903
MA;21;3000;Caxias;162657;2103000
MA;21;3109;Cedral;10490;2103109
MA;21;3125;Central do Maranhão;8615;2103125
MA;21;3158;Centro do Guilherme;13555;2103158
MA;21;3174;Centro Novo do Maranhão;21565;2103174
MA;21;3208;Chapadinha;78965;2103208
MA;21;3257;Cidelândia;14539;2103257
MA;21;3307;Codó;120810;2103307
MA;21;3406;Coelho Neto;48756;2103406
MA;21;3505;Colinas;40575;2103505
MA;21;3554;Conceição do Lago-Açu;16192;2103554
MA;21;3604;Coroatá;64403;2103604
MA;21;3703;Cururupu;30706;2103703
MA;21;3752;Davinópolis;12659;2103752
MA;21;3802;Dom Pedro;22912;2103802
MA;21;3901;Duque Bacelar;11208;2103901
MA;21;4008;Esperantinópolis;16653;2104008
MA;21;4057;Estreito;42110;2104057
MA;21;4073;Feira Nova do Maranhão;8372;2104073
MA;21;4081;Fernando Falcão;10326;2104081
MA;21;4099;Formosa da Serra Negra;18997;2104099
MA;21;4107;Fortaleza dos Nogueiras;12403;2104107
MA;21;4206;Fortuna;15262;2104206
MA;21;4305;Godofredo Viana;11830;2104305
MA;21;4404;Gonçalves Dias;17586;2104404
MA;21;4503;Governador Archer;10700;2104503
MA;21;4552;Governador Edison Lobão;18316;2104552
MA;21;4602;Governador Eugênio Barros;16582;2104602
MA;21;4628;Governador Luiz Rocha;7708;2104628
MA;21;4651;Governador Newton Bello;9921;2104651
MA;21;4677;Governador Nunes Freire;24991;2104677
MA;21;4701;Graça Aranha;6134;2104701
MA;21;4800;Grajaú;69232;2104800
MA;21;4909;Guimarães;11728;2104909
MA;21;5005;Humberto de Campos;28509;2105005
MA;21;5104;Icatu;26835;2105104
MA;21;5153;Igarapé do Meio;14147;2105153
MA;21;5203;Igarapé Grande;11206;2105203
MA;21;5302;Imperatriz;254569;2105302
MA;21;5351;Itaipava do Grajaú;16009;2105351
MA;21;5401;Itapecuru Mirim;67726;2105401
MA;21;5427;Itinga do Maranhão;25589;2105427
MA;21;5450;Jatobá;10221;2105450
MA;21;5476;Jenipapo dos Vieiras;16321;2105476
MA;21;5500;João Lisboa;23042;2105500
MA;21;5609;Joselândia;15891;2105609
MA;21;5658;Junco do Maranhão;3237;2105658
MA;21;5708;Lago da Pedra;49856;2105708
MA;21;5807;Lago do Junco;10672;2105807
MA;21;5906;Lago Verde;16025;2105906
MA;21;5922;Lagoa do Mato;11048;2105922
MA;21;5948;Lago dos Rodrigues;8664;2105948
MA;21;5963;Lagoa Grande do Maranhão;11286;2105963
MA;21;5989;Lajeado Novo;7489;2105989
MA;21;6003;Lima Campos;11695;2106003
MA;21;6102;Loreto;12009;2106102
MA;21;6201;Luís Domingues;6867;2106201
MA;21;6300;Magalhães de Almeida;19779;2106300
MA;21;6326;Maracaçumé;21293;2106326
MA;21;6359;Marajá do Sena;7604;2106359
MA;21;6375;Maranhãozinho;16366;2106375
MA;21;6409;Mata Roma;16745;2106409
MA;21;6508;Matinha;23091;2106508
MA;21;6607;Matões;33374;2106607
MA;21;6631;Matões do Norte;16908;2106631
MA;21;6672;Milagres do Maranhão;8326;2106672
MA;21;6706;Mirador;20613;2106706
MA;21;6755;Miranda do Norte;28456;2106755
MA;21;6805;Mirinzal;14744;2106805
MA;21;6904;Monção;33156;2106904
MA;21;7001;Montes Altos;8889;2107001
MA;21;7100;Morros;19282;2107100
MA;21;7209;Nina Rodrigues;14489;2107209
MA;21;7258;Nova Colinas;5350;2107258
MA;21;7308;Nova Iorque;4586;2107308
MA;21;7357;Nova Olinda do Maranhão;20768;2107357
MA;21;7407;Olho d'Água das Cunhãs;19206;2107407
MA;21;7456;Olinda Nova do Maranhão;14637;2107456
MA;21;7506;Paço do Lumiar;122420;2107506
MA;21;7605;Palmeirândia;19424;2107605
MA;21;7704;Paraibano;21116;2107704
MA;21;7803;Parnarama;34375;2107803
MA;21;7902;Passagem Franca;18839;2107902
MA;21;8009;Pastos Bons;19271;2108009
MA;21;8058;Paulino Neves;15937;2108058
MA;21;8108;Paulo Ramos;20657;2108108
MA;21;8207;Pedreiras;38365;2108207
MA;21;8256;Pedro do Rosário;25000;2108256
MA;21;8306;Penalva;38144;2108306
MA;21;8405;Peri Mirim;14074;2108405
MA;21;8454;Peritoró;23019;2108454
MA;21;8504;Pindaré-Mirim;32488;2108504
MA;21;8603;Pinheiro;82374;2108603
MA;21;8702;Pio XII;20861;2108702
MA;21;8801;Pirapemas;18413;2108801
MA;21;8900;Poção de Pedras;17023;2108900
MA;21;9007;Porto Franco;23760;2109007
MA;21;9056;Porto Rico do Maranhão;5819;2109056
MA;21;9106;Presidente Dutra;47239;2109106
MA;21;9205;Presidente Juscelino;12656;2109205
MA;21;9239;Presidente Médici;6968;2109239
MA;21;9270;Presidente Sarney;18797;2109270
MA;21;9304;Presidente Vargas;11474;2109304
MA;21;9403;Primeira Cruz;15207;2109403
MA;21;9452;Raposa;30863;2109452
MA;21;9502;Riachão;19701;2109502
MA;21;9551;Ribamar Fiquene;7691;2109551
MA;21;9601;Rosário;42314;2109601
